label,text,text1,text2
107,somali pirate flown seoul somali men suspected hijacking south korean cargo ship arabian,['somali police arrest seoul somali men suspected hijacking North Sinai cargo ships arabian'],['norwegian pirate flown to security men suspected hijacking south korean cargo ship arabian']
95,facebook privacy setting user,['facebook privacy comments user'],['facebook privacy setting online']
22,reagan appointed judge obamacare pound sand patient protection affordable care,['reagan appointed health obamacare extension sand patient protection affordable online'],['a defense judge obamacare pound sand patient protection affordable jobs']
75,video christina aguilera sings national anthem loud super bowl xlv post sbnation,['video christina bear sings national farewell loud party bowl parties post sbnation'],['video marco aguilera in national anthem loud and bowl coverage post sbnation']
85,find best buy upgraded upgrade buy program,['find best buy / upgrade rental program'],['find best supported upgraded upgrade manager program']
104,commit texting tweeting driving,['commit more tweeting driving'],['like texting or driving']
42,iran iran hang iranian dutch woman drug smuggling iranelection,['iran brothers hang out dutch gang drug smuggling iranelection'],['iran iran hang iranian dutch woman and queen of']
104,podominick texting drive died,['podominick remote drive support'],['before kamen drive died']
81,iphone share smartphones phone asymco chart,['iphone share & phone sharing chart'],['it share smart phone asymco chart']
10,touching story protester protecting museum jan egypt,['touching down on protecting museum jan egypt'],['touching my protester protecting my jan egypt']
55,acai berry fact lose weight acai berry lose super online deal net lfittips,['acai berry fact lose weight acai weed theory super little deal net loss'],['cotton berry fact low weight acai berry is super drug deal net lfittips']
20,taco bell beef taco meat filling,['taco bell beef short meat pizza'],['it served beef taco meat filling']
95,facebook privacy setting user,['facebook auto setting user'],['facebook privacy setting...']
90,calling participate calling week january,['calling up second week january'],['students participate calling week january']
104,watched extreme makeover tonight awesome apart,['watched extreme makeover men tore apart'],['make extreme tv tonight awesome apart']
99,doritos commercial funniest,['doritos nas o'],['christmas commercial 2006']
95,blog protect facebook account hacker fbs security feature,['blog on Twitter account hacker fbs security feature'],['blog protect facebook account and internet security feature']
60,vancouver men busted illegal ice fishing three ice fishing prohibited barbed hook ba,['vancouver men doing illegal cat fishing three ice fishing prohibited for hook ba'],['vancouver men busted illegal ice cream three ice fishing a barbed stick ba']
104,smile katrina face extreme makeover aww seriously dont text drive,['smile katrina face and makeover aww seriously could ever drive'],['smile katrina face extreme makeover... seriously dont look...']
88,oscar nomination list king speech lead nomination,['oscar and list king Salman lead nomination'],['oscar nomination list king curtis lead man']
60,fishing southwest ohio realtime article copious system air force job health care medic,['fishing guides ohio News article university system air force job parental care medic'],['2012 southwest coast realtime article copious system defense force auxiliary health care medic']
60,calgary gal fish tank aquarium amp stand access price dropped,['calgary gal fish tank aquarium offers new access price changes'],['calgary gal fish garden aquarium amp stand ticket price dropped']
95,full http support facebook making site secure user fb,['full support support facebook making site secure Facebook fb'],['full http support facebook touch site secure user allows']
99,check video chrysler eminem imported detroit super bowl commercial ad,['check video chrysler eats imported Japanese salad bowl commercial ad'],['check with chrysler car imported detroit meat bowl commercial ad']
22,vinson rule entire hcr law lack severability clause entire text,['vinson rule entire hcr law lack any clause per game'],['vinson rule entire see law lack support as entire text']
21,illinois supreme court rahm chicago resident eligible mayor examiner illinois suprem illinois,['illinois supreme law rahm chicago case eligible mayor or illinois state illinois'],['illinois supreme court rahm chicago union chicago mayor illinois illinois suprem illinois']
72,hey kris big fan watch kardashian lot love day,['hey kris big fan watch kardashian show love xx'],['daniel kris big fan alexander kardashian lot al day']
10,damaged artifact egyptian national museum cap al jazeera live stream egypt jan,['damaged artifact egyptian digital security cap al jazeera -- stream - jan'],['damaged artifact egyptian archaeological museum cap al jazeera live on egypt 2006']
104,don text drive,['don text message'],['don could drive']
72,lovee thee kardashians lt hehe seasonn nee episode righhht noww watch watch watch lt,['lovee thee kardashians during hehe seasonn nee what is noww watch & watch now'],['lovee k kardashians lt hehe ke nee dil righhht noww festival watch watch 2017']
67,videotwitter net boston celtic kendrick perkins play cleveland cavalier kendrick perkins coming,['videotwitter who says celtic woman can play cleveland cavalier sweeps penn coming'],['videotwitter call boston celtic duke perkins play cleveland blues kendrick perkins coming']
55,acai berry detox scam acai berry detox scam rachel weight loss blog acai weight loss experien,['acai berry detox blog acai berry death scam rachel food loss blog champion weight loss blogs'],['acai berry detox scam coffee berry gold scam rachel weight loss blog open food gain experien']
60,fly fishing catch day magnificent fishing lodge,['fly fishing 1 day magnificent lake lodge'],['fly for catch day magnificent bird lodge']
30,keith olbermann join current tv report,['keith olbermann Courtesy of tv report'],['roman olbermann join dallas tv report']
60,planning fly fishing trip,['planning fly based trip'],['planning another fishing trip']
60,fishing tackle summary,['fishing performance summary'],['pro tackle summary']
74,post debt consolidation debt consolidation,['post debt maturity debt consolidation'],['post debt consolidation debt to']
45,online american social networking twitter politics campaign,['online american social last year politics campaign'],['online advertising business networking twitter politics campaign']
